642,108,195
584,713,356
540,584,356
476,62,540
62,584,540
195,725,485
108,725,195
725,203,485
614,45,294
29,476,630
29,62,476
62,29,643
631,151,261
585,484,529
716,133,712
628,438,608
212,529,643
438,429,630
429,29,630
628,429,438
429,628,520
723,40,87
581,501,708
423,230,180
484,423,180
501,423,708
423,501,230
423,585,708
423,484,585
151,645,261
645,501,261
501,645,230
655,564,282
655,327,430
564,655,430
501,120,261
120,501,581
209,585,529
212,209,529
45,35,180
35,484,180
258,401,694
249,53,179
674,217,509
369,380,137
653,429,520
429,653,29
212,653,520
29,653,643
653,212,643
687,727,158
687,127,270
510,127,158
127,687,158
9,455,167
167,65,200
455,65,167
65,455,444
65,58,200
245,645,151
245,40,551
245,151,87
40,245,87
645,268,230
245,268,645
657,268,551
268,245,551
288,335,320
38,288,320
564,361,282
703,553,493
553,703,452
703,514,452
307,167,200
242,475,133
340,432,543
159,163,311
335,188,78
102,188,192
188,288,192
288,188,335
603,102,192
546,326,719
670,546,664
546,670,326
327,711,430
590,586,562
586,723,87
723,586,26
586,590,26
227,495,562
227,239,495
209,4,585
4,209,221
159,4,221
4,159,311
678,35,45
678,614,713
678,45,614
584,678,713
484,306,529
35,306,484
529,306,643
306,62,643
62,306,584
306,678,584
678,306,35
497,724,694
715,205,299
661,386,545
30,661,281
704,249,179
249,704,101
486,634,181
634,103,181
190,103,53
53,103,179
103,634,179
287,154,696
674,154,217
113,287,436
154,113,217
113,154,287
436,726,274
287,726,436
12,36,273
381,465,696
465,381,650
354,0,216
530,142,216
0,321,299
321,715,299
715,321,281
354,321,0
172,138,155
0,138,216
138,530,216
530,138,172
55,710,14
55,343,400
380,599,565
599,63,565
599,380,369
431,599,369
722,431,308
722,599,431
599,722,63
144,108,642
144,325,108
144,642,137
380,144,137
682,380,565
325,682,19
682,144,380
144,682,325
345,682,565
682,345,19
619,406,58
206,619,444
619,65,444
65,619,58
406,79,58
79,28,516
406,262,304
262,460,304
203,435,295
725,435,203
250,404,19
345,250,19
250,345,84
617,250,84
460,538,304
538,352,304
352,538,404
607,374,221
209,607,221
607,209,212
566,374,189
566,159,221
374,566,221
628,706,520
441,127,510
441,510,101
704,441,101
441,704,225
387,149,313
644,702,17
230,93,180
268,93,230
93,45,180
93,268,657
45,93,294
93,657,294
575,679,319
335,679,320
679,575,320
612,361,564
612,603,192
702,407,17
407,702,454
407,346,17
346,407,494
592,514,703
514,592,289
433,604,329
275,370,598
370,275,680
468,307,200
91,9,167
307,91,167
9,91,219
28,398,516
398,685,516
240,242,432
240,475,242
475,240,656
340,240,432
120,659,333
659,120,581
637,659,581
147,659,637
659,121,333
121,659,147
326,635,719
635,121,147
690,637,311
690,147,637
163,690,311
690,163,719
635,690,719
690,635,147
603,233,102
377,233,16
233,377,102
397,711,327
590,397,26
711,397,590
586,324,562
227,324,631
324,227,562
324,586,87
151,324,87
631,324,151
550,8,130
495,709,562
8,709,495
239,257,333
257,120,333
257,227,631
227,257,239
257,631,261
120,257,261
442,239,333
239,442,675
121,442,333
239,373,495
373,239,675
373,675,130
8,373,130
373,8,495
585,97,708
4,97,585
97,581,708
97,637,581
637,97,311
97,4,311
104,417,61
417,175,61
497,80,624
80,497,694
401,80,694
396,80,401
305,724,223
305,357,258
305,258,694
724,305,694
357,13,258
710,106,14
539,546,719
546,539,664
539,30,664
591,715,281
661,591,281
591,661,545
386,208,545
208,13,545
208,153,15
704,145,225
634,145,179
145,704,179
36,500,273
531,362,176
314,475,656
362,314,656
625,674,509
256,625,712
716,625,509
625,716,712
554,256,90
500,554,273
211,595,12
554,577,273
577,554,90
187,287,696
465,187,696
187,726,287
187,560,726
187,465,173
560,187,173
620,349,670
670,349,326
183,620,670
183,670,664
235,648,155
235,0,299
138,235,155
235,138,0
530,512,355
512,530,172
132,321,354
132,183,664
183,132,354
321,132,281
30,132,664
132,30,281
55,490,343
490,104,343
104,490,417
490,507,417
490,55,14
507,490,14
648,419,587
205,419,299
419,235,299
235,419,648
710,210,205
55,210,710
210,419,205
419,210,587
587,210,400
210,55,400
352,647,304
79,647,28
647,406,304
647,79,406
47,352,404
47,617,322
250,47,404
47,250,617
262,456,460
295,456,284
435,456,295
456,435,460
619,479,406
479,262,406
479,619,206
479,206,284
456,479,284
479,456,262
538,220,404
220,325,19
404,220,19
374,248,189
687,134,727
727,134,608
134,628,608
134,706,628
464,387,64
18,722,308
149,18,308
387,18,149
575,457,320
457,38,320
665,335,78
665,679,335
612,300,361
170,300,38
300,170,361
300,612,192
288,300,192
300,288,38
136,170,38
170,136,553
457,136,38
553,136,493
136,457,493
361,568,282
170,568,361
679,160,319
489,160,238
665,160,679
160,665,238
550,638,16
384,251,247
251,384,246
675,466,130
353,251,246
592,558,289
558,592,552
668,703,493
207,668,493
668,592,703
592,668,552
472,489,260
448,350,420
198,548,293
609,531,176
597,198,293
328,413,691
413,73,691
639,392,413
392,73,413
480,392,226
73,392,480
330,459,522
459,330,573
316,416,454
416,407,454
407,416,494
583,316,360
346,641,313
641,346,494
641,494,64
641,387,313
387,641,64
119,218,598
218,275,598
576,433,680
275,576,680
433,576,604
604,576,505
518,468,200
518,79,516
58,518,200
79,518,58
468,663,307
652,50,412
663,652,412
652,663,468
266,66,219
91,266,219
446,604,505
70,376,505
152,600,110
152,33,600
50,450,412
559,362,656
515,240,340
240,515,656
515,559,656
559,515,41
699,442,121
442,699,675
114,635,326
635,114,121
114,699,121
349,114,326
114,349,317
699,114,317
334,377,654
334,511,78
511,334,654
377,334,102
188,334,78
334,188,102
277,511,42
511,277,78
277,665,78
665,277,238
649,567,654
567,511,654
511,567,42
550,150,8
233,150,16
150,550,16
389,590,562
709,389,562
