224,389,434
398,374,523
55,398,523
374,207,243
207,374,398
224,198,389
547,375,540
530,77,131
77,530,418
119,275,67
275,119,94
382,174,249
182,174,382
263,433,289
433,228,289
598,382,249
433,598,249
598,433,263
163,263,289
163,119,67
119,163,289
338,563,511
186,34,107
154,347,528
396,363,545
357,109,69
109,96,353
363,135,545
135,504,545
43,271,3
43,462,271
271,453,3
329,224,434
264,275,94
275,264,389
65,457,444
77,473,136
473,77,418
4,45,547
45,375,547
339,45,222
45,339,375
375,502,540
231,156,136
473,231,136
231,473,399
255,195,116
530,56,418
502,56,540
56,502,418
535,410,18
266,410,133
102,322,291
322,102,535
465,570,251
104,228,376
593,174,182
575,593,182
174,593,18
228,86,376
433,86,228
86,266,376
86,433,249
463,295,149
427,463,149
463,427,569
571,143,193
35,510,435
35,596,149
295,35,149
49,259,1
259,49,510
16,550,147
550,16,238
499,16,66
16,499,238
16,206,66
592,206,147
206,16,147
239,199,501
361,339,222
595,370,207
595,207,398
370,411,222
411,361,222
544,157,330
157,544,419
544,220,419
371,157,419
411,371,419
371,411,370
157,371,7
371,595,7
595,371,370
229,79,377
493,446,557
446,493,471
405,109,357
109,405,96
25,157,7
157,25,330
210,139,204
347,44,204
154,44,347
44,210,204
537,357,69
462,477,271
477,453,271
472,462,43
275,73,67
198,73,389
73,275,389
304,264,94
389,169,434
264,169,389
85,29,362
253,485,176
450,253,176
450,65,444
450,176,0
65,450,0
485,503,476
503,485,253
192,154,528
192,350,154
350,192,110
280,45,4
370,280,207
280,370,222
45,280,222
207,280,243
280,4,243
339,486,375
486,502,375
486,113,267
113,486,339
113,361,212
361,113,339
473,134,399
486,134,502
134,473,418
502,134,418
399,134,267
134,486,267
117,231,399
117,466,395
385,195,255
195,385,400
385,255,2
358,385,2
114,575,116
195,114,116
114,593,575
124,167,358
385,167,400
167,385,358
167,248,400
248,23,19
156,23,136
23,156,19
23,77,136
410,359,18
174,359,249
359,174,18
359,86,249
359,410,266
86,359,266
387,102,291
102,387,126
59,102,126
59,126,133
410,59,133
59,410,535
102,59,535
231,254,156
254,576,156
254,117,395
117,254,231
9,254,395
576,254,9
184,14,512
14,184,177
583,266,133
266,583,376
98,570,428
465,237,52
237,465,251
570,431,428
431,570,465
570,429,251
429,355,251
387,429,126
429,387,355
391,240,132
479,304,94
228,458,289
104,458,228
458,119,289
479,458,104
119,458,94
458,479,94
563,360,511
268,360,563
596,281,149
281,427,149
268,565,209
565,268,563
565,468,209
468,565,307
427,468,569
468,307,569
543,563,338
146,143,596
415,146,435
146,35,435
35,146,596
510,520,435
49,520,510
492,259,510
492,35,295
35,492,510
424,49,1
520,424,364
424,520,49
233,242,572
242,282,413
282,242,233
567,562,525
525,328,379
562,328,525
250,550,415
250,491,147
550,250,147
550,183,415
143,183,193
183,238,193
183,550,238
183,146,415
146,183,143
506,499,84
499,506,238
238,506,193
499,495,84
495,439,84
439,495,484
495,369,484
495,499,66
369,495,66
526,85,362
137,294,334
294,137,423
396,456,501
456,239,501
456,396,545
239,546,199
546,55,523
199,546,523
39,475,588
475,546,239
475,39,55
546,475,55
533,285,37
285,533,212
285,327,37
327,285,220
220,340,419
340,411,419
411,340,361
361,340,212
340,285,212
285,340,220
117,22,466
22,399,267
22,117,399
489,93,175
93,489,566
489,127,566
595,383,7
39,383,55
55,383,398
383,595,398
297,93,566
544,297,220
93,297,330
297,544,330
327,297,566
297,327,220
446,483,557
483,33,557
41,446,471
580,229,377
229,580,31
