9,15,7
15,18,7
10,11,29
78,10,29
10,78,13
78,53,13
19,61,65
71,41,39
32,71,39
32,56,74
80,32,39
32,80,56
64,81,49
81,64,47
78,79,53
20,4,44
8,1,45
62,72,14
72,8,45
8,72,62
33,63,58
28,64,49
64,28,27
37,54,68
63,37,68
37,63,33
28,37,33
54,37,49
37,28,49
22,15,9
75,22,9
22,75,54
22,81,15
22,54,49
81,22,49
2,77,23
86,2,23
86,19,65
6,38,57
46,61,34
61,46,65
6,55,71
55,41,71
46,55,65
55,46,41
82,0,26
0,4,26
69,27,3
82,69,3
20,42,67
42,20,44
60,20,67
77,60,67
60,77,2
60,2,57
80,40,56
56,40,47
40,24,66
24,40,80
81,31,15
31,81,47
31,40,66
40,31,47
73,58,12
73,33,58
53,73,12
79,73,53
76,43,44
4,76,44
0,76,4
76,0,29
11,76,29
43,76,11
30,84,85
84,30,59
30,21,59
59,21,14
21,62,14
21,24,62
21,30,66
24,21,66
8,87,1
41,87,39
54,50,68
75,50,54
48,86,65
86,48,2
55,48,65
48,55,6
2,48,57
48,6,57
17,38,26
4,17,26
17,4,20
60,17,20
38,17,57
17,60,57
25,82,26
38,25,26
69,25,74
25,69,82
16,6,71
16,38,6
16,32,74
32,16,71
25,16,74
16,25,38
5,82,3
5,0,82
0,5,29
5,78,29
79,5,3
5,79,78
70,64,27
69,70,27
70,56,47
64,70,47
56,70,74
70,69,74
36,80,39
36,24,80
87,36,39
36,87,8
36,8,62
24,36,62
31,83,15
15,83,18
30,83,66
83,31,66
18,83,85
83,30,85
35,28,33
73,35,33
27,35,3
28,35,27
35,79,3
35,73,79
52,51,1
87,52,1
52,87,41
46,52,41
52,46,34
51,52,34
