6.500000000000000000e+01,0.000000000000000000e+00
0.000000000000000000e+00,1.760000000000000000e+02
1.000000000000000000e+00,2.590000000000000000e+02
4.240000000000000000e+02,1.000000000000000000e+00
3.580000000000000000e+02,2.000000000000000000e+00
2.000000000000000000e+00,2.550000000000000000e+02
2.620000000000000000e+02,2.580000000000000000e+02
2.580000000000000000e+02,3.110000000000000000e+02
4.300000000000000000e+01,3.000000000000000000e+00
3.000000000000000000e+00,4.530000000000000000e+02
2.590000000000000000e+02,4.920000000000000000e+02
4.000000000000000000e+00,5.470000000000000000e+02
2.430000000000000000e+02,4.000000000000000000e+00
5.290000000000000000e+02,5.160000000000000000e+02
2.770000000000000000e+02,5.000000000000000000e+00
5.000000000000000000e+00,1.720000000000000000e+02
4.490000000000000000e+02,2.620000000000000000e+02
5.980000000000000000e+02,2.630000000000000000e+02
5.180000000000000000e+02,2.650000000000000000e+02
2.650000000000000000e+02,3.680000000000000000e+02
5.670000000000000000e+02,5.250000000000000000e+02
4.090000000000000000e+02,2.770000000000000000e+02
5.390000000000000000e+02,5.890000000000000000e+02
5.470000000000000000e+02,5.400000000000000000e+02
3.200000000000000000e+01,5.510000000000000000e+02
2.130000000000000000e+02,3.200000000000000000e+01
3.300000000000000000e+01,3.400000000000000000e+01
5.570000000000000000e+02,3.300000000000000000e+01
3.400000000000000000e+01,1.860000000000000000e+02
2.950000000000000000e+02,4.630000000000000000e+02
4.920000000000000000e+02,2.950000000000000000e+02
5.120000000000000000e+02,2.980000000000000000e+02
4.720000000000000000e+02,4.300000000000000000e+01
3.050000000000000000e+02,5.140000000000000000e+02
3.210000000000000000e+02,3.050000000000000000e+02
5.690000000000000000e+02,3.070000000000000000e+02
5.200000000000000000e+01,3.180000000000000000e+02
3.650000000000000000e+02,5.200000000000000000e+01
3.110000000000000000e+02,4.410000000000000000e+02
5.600000000000000000e+01,5.300000000000000000e+02
5.400000000000000000e+02,5.600000000000000000e+01
6.000000000000000000e+01,5.720000000000000000e+02
2.250000000000000000e+02,6.000000000000000000e+01
4.570000000000000000e+02,6.500000000000000000e+01
6.700000000000000000e+01,7.300000000000000000e+01
1.630000000000000000e+02,6.700000000000000000e+01
6.010000000000000000e+02,7.100000000000000000e+01
7.100000000000000000e+01,2.270000000000000000e+02
7.300000000000000000e+01,1.980000000000000000e+02
3.290000000000000000e+02,3.420000000000000000e+02
3.320000000000000000e+02,3.970000000000000000e+02
3.680000000000000000e+02,3.330000000000000000e+02
3.330000000000000000e+02,4.490000000000000000e+02
3.350000000000000000e+02,5.790000000000000000e+02
3.520000000000000000e+02,3.350000000000000000e+02
5.140000000000000000e+02,8.200000000000000000e+01
8.200000000000000000e+01,5.290000000000000000e+02
5.430000000000000000e+02,3.380000000000000000e+02
8.900000000000000000e+01,3.210000000000000000e+02
4.880000000000000000e+02,8.900000000000000000e+01
3.380000000000000000e+02,9.500000000000000000e+01
9.500000000000000000e+01,4.930000000000000000e+02
5.160000000000000000e+02,3.520000000000000000e+02
1.030000000000000000e+02,3.630000000000000000e+02
4.530000000000000000e+02,1.030000000000000000e+02
1.060000000000000000e+02,5.430000000000000000e+02
3.070000000000000000e+02,1.060000000000000000e+02
3.630000000000000000e+02,3.960000000000000000e+02
5.510000000000000000e+02,3.640000000000000000e+02
3.640000000000000000e+02,4.240000000000000000e+02
1.100000000000000000e+02,5.580000000000000000e+02
1.910000000000000000e+02,1.100000000000000000e+02
1.160000000000000000e+02,5.750000000000000000e+02
2.550000000000000000e+02,1.160000000000000000e+02
5.230000000000000000e+02,3.740000000000000000e+02
5.250000000000000000e+02,3.790000000000000000e+02
1.240000000000000000e+02,3.580000000000000000e+02
1.310000000000000000e+02,1.240000000000000000e+02
3.820000000000000000e+02,5.980000000000000000e+02
1.440000000000000000e+02,1.270000000000000000e+02
1.270000000000000000e+02,4.890000000000000000e+02
1.300000000000000000e+02,3.650000000000000000e+02
4.410000000000000000e+02,1.300000000000000000e+02
5.300000000000000000e+02,1.310000000000000000e+02
3.930000000000000000e+02,5.390000000000000000e+02
3.960000000000000000e+02,5.010000000000000000e+02
3.970000000000000000e+02,4.880000000000000000e+02
1.870000000000000000e+02,1.440000000000000000e+02
4.030000000000000000e+02,4.970000000000000000e+02
5.580000000000000000e+02,1.480000000000000000e+02
1.480000000000000000e+02,2.260000000000000000e+02
4.060000000000000000e+02,6.010000000000000000e+02
5.790000000000000000e+02,1.520000000000000000e+02
1.520000000000000000e+02,4.980000000000000000e+02
5.890000000000000000e+02,4.090000000000000000e+02
4.130000000000000000e+02,5.670000000000000000e+02
2.630000000000000000e+02,1.630000000000000000e+02
1.720000000000000000e+02,4.060000000000000000e+02
1.750000000000000000e+02,4.030000000000000000e+02
4.890000000000000000e+02,1.750000000000000000e+02
1.760000000000000000e+02,4.850000000000000000e+02
5.750000000000000000e+02,1.820000000000000000e+02
1.820000000000000000e+02,3.820000000000000000e+02
1.840000000000000000e+02,5.120000000000000000e+02
3.180000000000000000e+02,1.840000000000000000e+02
1.860000000000000000e+02,4.720000000000000000e+02
2.980000000000000000e+02,1.870000000000000000e+02
5.310000000000000000e+02,1.910000000000000000e+02
4.510000000000000000e+02,5.310000000000000000e+02
4.970000000000000000e+02,4.510000000000000000e+02
1.980000000000000000e+02,2.240000000000000000e+02
1.990000000000000000e+02,5.230000000000000000e+02
5.010000000000000000e+02,1.990000000000000000e+02
5.900000000000000000e+02,4.570000000000000000e+02
4.630000000000000000e+02,5.690000000000000000e+02
3.790000000000000000e+02,2.130000000000000000e+02
4.780000000000000000e+02,4.740000000000000000e+02
4.850000000000000000e+02,4.760000000000000000e+02
5.130000000000000000e+02,4.780000000000000000e+02
2.240000000000000000e+02,3.290000000000000000e+02
4.760000000000000000e+02,2.250000000000000000e+02
2.260000000000000000e+02,3.930000000000000000e+02
2.270000000000000000e+02,3.320000000000000000e+02
2.350000000000000000e+02,5.900000000000000000e+02
3.420000000000000000e+02,2.350000000000000000e+02
4.930000000000000000e+02,5.570000000000000000e+02
5.720000000000000000e+02,2.420000000000000000e+02
2.420000000000000000e+02,4.130000000000000000e+02
4.980000000000000000e+02,5.130000000000000000e+02
3.740000000000000000e+02,2.430000000000000000e+02
2.440000000000000000e+02,5.180000000000000000e+02
4.740000000000000000e+02,2.440000000000000000e+02
